,Brand,Engine Size,Fuel Type,Transmission,Mileage,Condition,Price,Model,Car_Age
745,BMW,4.1,Electric,Manual,164714,Like New,10806.67,X5,6
746,Toyota,2.3,Diesel,Manual,32356,Like New,94478.13,Prius,15
747,Audi,3.9,Petrol,Automatic,265953,New,85737.79,Q5,10
748,Mercedes,2.8,Electric,Automatic,297019,New,85269.3,C-Class,7
749,Tesla,5.1,Hybrid,Manual,241121,New,92800.59,Model 3,3
750,Mercedes,5.1,Diesel,Manual,271609,Used,52999.26,C-Class,20
751,Audi,3.4,Petrol,Automatic,197167,Like New,28497.74,Q7,2
752,Honda,2.8,Hybrid,Manual,196322,New,43128.06,Fit,7
753,Toyota,2.8,Hybrid,Manual,15250,Used,73292.09,Prius,21
754,Honda,5.0,Hybrid,Manual,46023,New,88223.12,Accord,22
755,Ford,2.6,Electric,Automatic,101350,Like New,46333.64,Fiesta,11
756,Honda,2.0,Diesel,Manual,177696,Used,55861.19,Fit,22
757,Honda,1.4,Hybrid,Manual,16427,Like New,93519.38,Accord,6
758,Audi,3.3,Electric,Manual,210084,New,15212.37,A3,16
759,Audi,3.4,Diesel,Manual,134511,New,86918.43,A4,2
760,Audi,5.2,Diesel,Automatic,218403,New,20134.21,A3,4
761,Mercedes,2.1,Electric,Automatic,78672,Used,50966.83,E-Class,23
762,Ford,2.9,Electric,Automatic,17300,Used,25750.2,Mustang,21
763,Audi,5.0,Hybrid,Manual,19659,Used,62280.02,A3,20
764,Toyota,5.1,Diesel,Automatic,162475,Used,58064.48,Camry,5
765,Mercedes,2.9,Petrol,Manual,245259,New,41100.7,GLC,4
766,BMW,3.3,Electric,Automatic,10360,New,87013.83,X3,18
767,Toyota,2.5,Diesel,Manual,283568,New,67682.27,Camry,19
768,Tesla,5.7,Diesel,Automatic,98035,Used,73514.49,Model Y,5
769,Tesla,1.6,Hybrid,Automatic,48791,Used,19312.68,Model X,16
770,Toyota,5.7,Petrol,Automatic,199867,New,88900.74,RAV4,20
771,Audi,4.4,Hybrid,Manual,274444,New,20868.82,Q5,12
772,BMW,3.7,Petrol,Manual,33370,Used,26164.57,X5,22
773,BMW,1.2,Petrol,Manual,200903,Like New,17165.24,3 Series,13
774,Mercedes,3.4,Electric,Automatic,27209,New,46834.12,GLC,6
775,BMW,3.0,Diesel,Manual,283071,New,89332.38,5 Series,9
776,Tesla,1.8,Diesel,Manual,34579,New,28982.51,Model 3,3
777,Ford,4.3,Diesel,Manual,271176,Used,40506.57,Mustang,19
778,Audi,5.9,Petrol,Manual,93254,New,85376.31,A3,22
779,BMW,3.8,Diesel,Manual,113528,New,63692.45,3 Series,12
780,Mercedes,4.6,Electric,Manual,223274,New,76403.56,GLA,23
781,Tesla,1.3,Petrol,Automatic,238292,New,25330.0,Model X,2
782,Ford,3.1,Petrol,Automatic,181026,New,73066.54,Focus,21
783,Honda,1.6,Petrol,Manual,248342,Like New,26623.0,CR-V,10
784,Honda,4.1,Petrol,Automatic,219437,Like New,98794.83,CR-V,3
785,Ford,5.7,Electric,Automatic,278076,New,58189.18,Fiesta,6
786,Tesla,4.3,Diesel,Manual,287858,New,71085.73,Model 3,22
787,Mercedes,1.4,Electric,Manual,57803,New,16248.15,E-Class,2
788,Ford,2.8,Diesel,Automatic,133624,New,28812.32,Mustang,2
789,Audi,3.8,Electric,Manual,56627,Used,18275.36,A3,24
790,Audi,3.0,Hybrid,Automatic,177059,Used,42066.22,Q5,8
791,Honda,5.2,Hybrid,Automatic,45380,Used,31992.91,Fit,7
792,BMW,5.1,Hybrid,Automatic,160322,Like New,74627.61,5 Series,7
793,Mercedes,4.1,Hybrid,Manual,199416,New,15327.35,E-Class,9
794,Honda,2.9,Petrol,Automatic,146367,Used,76445.64,Fit,12
795,BMW,2.3,Petrol,Manual,272667,New,9341.96,X3,7
796,BMW,1.5,Electric,Manual,259125,New,24191.69,X3,4
797,Audi,2.8,Electric,Manual,13769,Like New,80236.67,A4,2
798,Tesla,3.1,Hybrid,Manual,112035,Like New,75563.78,Model X,13
799,Toyota,4.4,Diesel,Manual,175717,Used,50250.98,Camry,14
800,Tesla,4.3,Hybrid,Automatic,221815,Used,9748.36,Model Y,20
801,Toyota,1.4,Electric,Manual,231832,Like New,62939.91,Camry,5
802,Ford,3.0,Hybrid,Manual,156629,Like New,43638.79,Focus,22
803,Audi,1.9,Electric,Manual,234799,New,35070.17,Q7,7
804,BMW,1.8,Hybrid,Manual,168157,New,65839.01,5 Series,10
805,Mercedes,5.1,Diesel,Manual,144542,Used,46478.38,GLA,13
806,Toyota,1.2,Hybrid,Automatic,118643,Used,13780.0,Corolla,22
807,Tesla,3.1,Diesel,Manual,210154,Like New,92015.29,Model S,3
808,BMW,1.8,Diesel,Manual,137877,Used,78956.84,3 Series,9
809,Toyota,5.4,Electric,Automatic,213396,New,10355.93,Prius,3
810,Toyota,3.8,Diesel,Manual,225956,Like New,54881.07,Prius,25
811,Toyota,2.2,Petrol,Automatic,181844,New,12920.87,Corolla,8
812,Mercedes,3.5,Petrol,Automatic,101422,Like New,84542.54,GLA,6
813,Audi,4.7,Petrol,Automatic,268774,Like New,63236.33,Q7,9
814,Mercedes,5.8,Electric,Automatic,277845,New,21382.67,C-Class,11
815,Honda,2.1,Petrol,Manual,145931,Used,6970.43,CR-V,15
816,BMW,5.4,Electric,Manual,117556,Used,8000.2,5 Series,4
817,Audi,5.7,Electric,Automatic,228495,Used,53199.72,Q7,13
818,Audi,5.6,Petrol,Automatic,254809,Used,74765.48,Q7,25
819,Audi,4.2,Diesel,Manual,205384,New,16479.84,Q7,9
820,Tesla,4.1,Hybrid,Automatic,15021,Like New,26021.99,Model S,20
821,Audi,3.0,Electric,Automatic,200935,New,36089.69,Q5,22
822,Mercedes,4.8,Petrol,Automatic,204222,Used,25717.29,GLA,6
823,Audi,3.7,Electric,Manual,64361,Used,42176.97,Q7,10
824,Ford,4.4,Diesel,Automatic,272499,New,58163.43,Explorer,11
825,BMW,3.1,Diesel,Manual,98841,Like New,70068.99,5 Series,11
826,Audi,4.7,Petrol,Manual,180076,New,96558.64,A3,20
827,BMW,5.1,Electric,Manual,246300,New,93430.15,5 Series,11
828,Ford,1.7,Hybrid,Automatic,160786,New,59162.06,Explorer,12
829,Ford,5.2,Hybrid,Automatic,17198,Like New,74744.26,Explorer,15
830,BMW,3.7,Electric,Manual,258466,New,95332.86,X3,19
831,Toyota,5.2,Electric,Manual,18740,New,12929.83,Corolla,17
832,Honda,3.2,Electric,Manual,265954,Used,5535.3,Civic,10
833,Tesla,2.9,Petrol,Automatic,258308,New,7830.98,Model Y,21
834,Toyota,5.6,Diesel,Automatic,99855,Used,58518.19,Corolla,6
835,Toyota,2.3,Hybrid,Manual,210192,Used,77469.18,RAV4,16
836,Mercedes,5.2,Petrol,Manual,288927,Used,39872.12,E-Class,8
837,Tesla,3.4,Electric,Automatic,121701,Like New,56797.72,Model Y,23
838,Tesla,3.6,Electric,Manual,271615,Used,54054.8,Model Y,13
839,Toyota,2.5,Diesel,Automatic,110771,New,14003.23,Corolla,15
840,Audi,3.9,Electric,Automatic,6163,New,35550.89,A4,9
841,Mercedes,2.6,Petrol,Manual,16065,Used,6846.34,GLA,4
842,Mercedes,1.2,Petrol,Manual,241262,Used,15517.04,C-Class,13
843,Ford,2.4,Diesel,Automatic,248924,New,82126.53,Fiesta,20
844,Tesla,1.0,Petrol,Automatic,179420,Used,83794.28,Model 3,9
845,Toyota,5.9,Hybrid,Automatic,281298,Like New,81184.9,Camry,13
846,Ford,5.8,Petrol,Automatic,20229,Used,74047.77,Focus,7
847,BMW,3.0,Petrol,Automatic,250470,Like New,80364.72,X5,5
848,Honda,4.6,Petrol,Manual,158069,Like New,68743.32,Civic,7
849,Mercedes,2.7,Hybrid,Automatic,21101,Like New,68634.17,GLC,16
850,BMW,4.4,Electric,Automatic,40391,Used,68399.37,3 Series,23
851,BMW,5.0,Petrol,Automatic,206935,Like New,53834.07,3 Series,12
852,Audi,5.7,Diesel,Manual,72723,Like New,39517.99,Q7,7
853,Honda,3.0,Hybrid,Manual,226293,Used,74368.55,Civic,21
854,BMW,4.9,Diesel,Automatic,190477,Like New,33371.37,5 Series,21
855,BMW,2.3,Petrol,Automatic,166020,Used,56575.7,X5,6
856,Honda,6.0,Diesel,Manual,290604,New,46168.78,Accord,9
857,Honda,1.1,Petrol,Manual,197190,Like New,31279.12,CR-V,5
858,BMW,4.0,Hybrid,Manual,179354,Used,97595.54,3 Series,16
859,Honda,4.3,Diesel,Manual,91725,New,29581.41,Accord,21
860,BMW,4.4,Diesel,Automatic,212139,Like New,34382.84,3 Series,22
861,BMW,1.6,Petrol,Manual,85779,Like New,20350.81,3 Series,20
862,Audi,5.7,Petrol,Automatic,3060,Used,83183.16,A4,22
863,Toyota,1.9,Electric,Automatic,125806,New,60725.99,RAV4,19
864,BMW,4.1,Petrol,Manual,275875,Used,63238.73,3 Series,19
865,Ford,2.1,Petrol,Manual,115871,Like New,82953.33,Explorer,8
866,Mercedes,2.5,Electric,Manual,20719,Like New,37577.37,GLC,23
867,Tesla,3.7,Petrol,Manual,49116,Like New,23395.18,Model 3,25
868,Toyota,3.1,Petrol,Automatic,26325,Like New,23848.51,RAV4,2
869,Toyota,1.8,Electric,Automatic,14551,New,74598.88,RAV4,22
870,Toyota,1.9,Hybrid,Automatic,286422,New,63340.94,Prius,20
871,Audi,3.1,Hybrid,Manual,15141,Used,24602.19,Q7,17
872,BMW,4.8,Petrol,Automatic,295759,Used,18781.21,X3,4
873,Audi,5.5,Petrol,Manual,122058,Used,16465.29,A4,12
874,BMW,1.4,Electric,Automatic,193823,Like New,64640.87,X3,14
875,Audi,3.0,Electric,Manual,112684,Used,5011.27,A4,6
876,Audi,1.5,Hybrid,Automatic,289596,New,6740.34,A3,2
877,Mercedes,1.1,Diesel,Automatic,50391,Used,42007.55,C-Class,22
878,Ford,4.3,Petrol,Manual,120288,Used,70678.24,Explorer,5
879,Audi,4.0,Diesel,Automatic,206132,New,71028.74,A3,2
880,Mercedes,1.8,Diesel,Automatic,113535,New,45861.24,GLC,14
881,Honda,2.2,Electric,Manual,142770,Like New,70651.99,CR-V,16
882,Ford,1.1,Petrol,Manual,239947,New,54504.14,Mustang,4
883,Audi,5.2,Petrol,Manual,86711,New,97808.48,Q5,19
884,Tesla,5.9,Electric,Manual,264509,Used,20433.72,Model Y,23
885,Toyota,1.7,Diesel,Manual,228625,New,62063.39,Prius,3
886,Honda,2.2,Electric,Automatic,43372,Like New,51667.68,Civic,12
887,Honda,5.3,Hybrid,Manual,44134,Used,23474.3,CR-V,2
888,Mercedes,5.6,Petrol,Automatic,299967,Like New,76249.09,GLA,16
889,Honda,3.1,Hybrid,Automatic,71158,New,31173.26,Accord,10
890,Ford,1.3,Electric,Manual,237159,Like New,41262.43,Fiesta,10
891,Audi,1.2,Petrol,Automatic,133021,Like New,40608.9,A3,4
892,Audi,3.9,Hybrid,Automatic,49396,New,28199.42,Q7,16
893,Tesla,3.0,Hybrid,Manual,31912,New,45917.01,Model S,13
894,Toyota,1.1,Diesel,Automatic,56947,Used,49967.86,Prius,20
895,Mercedes,3.9,Petrol,Manual,44387,Used,75701.06,E-Class,14
896,Toyota,1.1,Hybrid,Manual,278652,Used,77681.51,Camry,17
897,Honda,4.9,Hybrid,Manual,109249,New,20062.82,Civic,13
898,Tesla,2.5,Diesel,Automatic,1919,Like New,61313.37,Model 3,22
899,Toyota,1.2,Hybrid,Automatic,140689,Like New,90138.79,Corolla,2
900,Ford,3.9,Hybrid,Automatic,33298,Used,15334.73,Mustang,15
901,Audi,3.0,Hybrid,Automatic,237225,Used,49926.83,A3,6
902,Honda,5.9,Diesel,Manual,233725,New,76283.55,Fit,8
903,Tesla,3.7,Hybrid,Automatic,276600,Like New,63091.68,Model X,15
904,Toyota,2.4,Hybrid,Manual,109599,Used,14555.64,Camry,5
905,Mercedes,4.5,Petrol,Automatic,83721,New,42677.58,GLC,22
906,Ford,2.4,Petrol,Automatic,286384,Used,53187.75,Explorer,8
907,Ford,5.5,Diesel,Automatic,271372,New,99605.33,Focus,25
908,Toyota,2.9,Electric,Automatic,283830,Like New,21967.75,Camry,19
909,Audi,3.7,Petrol,Automatic,11920,New,98330.26,Q7,20
910,Toyota,1.3,Diesel,Manual,7432,Used,40734.23,Camry,11
911,Honda,3.1,Hybrid,Automatic,110507,Used,24030.45,Civic,8
912,Toyota,5.2,Hybrid,Automatic,224647,Like New,44340.36,Corolla,2
913,Ford,5.0,Diesel,Automatic,164982,Like New,63329.54,Focus,15
914,Tesla,2.1,Hybrid,Automatic,121764,Used,25282.25,Model X,6
915,Toyota,2.1,Hybrid,Manual,161298,Used,32686.71,RAV4,2
916,Audi,5.1,Electric,Automatic,204222,Used,86181.92,Q7,11
917,Tesla,5.7,Hybrid,Manual,112557,Like New,99905.9,Model S,10
918,Mercedes,1.5,Petrol,Automatic,18013,Used,35226.41,C-Class,19
919,BMW,3.3,Hybrid,Manual,21446,Like New,19141.4,3 Series,5
920,Toyota,2.7,Diesel,Manual,201447,Used,80351.23,Corolla,16
921,Audi,5.4,Electric,Manual,102261,New,62043.29,Q5,14
922,Tesla,1.4,Hybrid,Manual,262701,New,14538.11,Model X,2
923,Audi,2.1,Diesel,Manual,168461,Used,94943.29,Q7,12
924,Mercedes,4.8,Petrol,Automatic,178772,New,12414.71,GLC,21
925,Ford,1.3,Hybrid,Manual,130878,Like New,64408.86,Explorer,5
926,Audi,3.5,Electric,Automatic,99143,New,45274.04,A3,8
927,Tesla,3.2,Hybrid,Manual,24578,New,57879.27,Model 3,21
928,Audi,2.7,Diesel,Manual,74779,Like New,25255.35,A4,23
929,Audi,3.0,Electric,Automatic,140668,New,70370.49,A3,3
930,Audi,3.6,Hybrid,Manual,72534,New,96173.37,Q7,21
931,Honda,1.8,Petrol,Manual,272273,Used,48550.46,CR-V,2
932,Honda,3.9,Electric,Manual,197118,Like New,54681.04,CR-V,9
933,Ford,5.0,Petrol,Manual,273740,Like New,27782.11,Fiesta,7
934,Toyota,4.8,Diesel,Automatic,65355,Used,89727.46,RAV4,7
935,Audi,1.8,Hybrid,Manual,12974,Used,97261.57,Q5,5
936,Mercedes,1.7,Petrol,Manual,197745,New,79698.2,C-Class,14
937,Toyota,2.3,Diesel,Automatic,251366,New,56563.48,RAV4,17
938,Mercedes,2.8,Hybrid,Automatic,74442,New,95895.7,GLA,25
939,Toyota,3.0,Diesel,Manual,152890,Used,19615.76,Prius,8
940,Ford,4.4,Petrol,Manual,55598,Like New,50456.63,Focus,5
941,Audi,1.3,Diesel,Automatic,133726,New,56072.54,A4,22
942,Audi,1.2,Electric,Manual,33758,Used,51732.06,Q7,16
943,BMW,3.0,Hybrid,Automatic,286348,Like New,81229.74,5 Series,19
944,Mercedes,4.5,Diesel,Manual,127309,Used,68688.27,C-Class,4
945,Toyota,2.0,Petrol,Automatic,166000,New,17032.55,RAV4,3
946,Toyota,4.2,Hybrid,Automatic,184681,Used,37912.87,Camry,25
947,Honda,2.3,Electric,Automatic,30552,Used,37212.3,Civic,9
948,BMW,5.4,Hybrid,Manual,147278,Used,58735.06,X3,2
949,Tesla,5.5,Electric,Manual,34831,Used,32688.55,Model Y,24
950,Tesla,2.5,Hybrid,Manual,43563,Like New,16140.82,Model Y,15
951,Honda,2.1,Diesel,Manual,18361,New,67099.85,Civic,17
952,Honda,3.1,Diesel,Automatic,74469,Like New,85848.51,CR-V,19
953,Honda,2.2,Petrol,Automatic,25816,Used,93502.77,Fit,4
954,Mercedes,4.4,Electric,Automatic,257422,Used,97394.95,E-Class,9
955,Mercedes,5.1,Petrol,Manual,146691,New,79206.1,GLC,9
956,Ford,4.4,Diesel,Manual,234295,New,18271.73,Focus,24
957,Ford,5.1,Electric,Manual,92479,Like New,86045.62,Explorer,20
958,Honda,3.0,Petrol,Automatic,26819,Like New,42996.21,CR-V,12
959,BMW,1.8,Petrol,Manual,8798,New,74341.57,5 Series,20
960,Toyota,4.7,Petrol,Manual,156215,Like New,55470.46,RAV4,24
961,Mercedes,2.8,Petrol,Automatic,243942,Used,83717.58,GLC,25
962,BMW,4.4,Petrol,Automatic,230259,Used,45423.04,5 Series,16
963,Audi,2.4,Electric,Manual,129544,New,10870.41,Q5,5
964,Mercedes,1.4,Petrol,Automatic,152254,Like New,57898.25,GLA,21
965,Mercedes,6.0,Electric,Manual,253800,Used,21272.6,C-Class,24
966,Ford,1.8,Petrol,Automatic,9415,New,96724.18,Focus,4
967,Toyota,5.9,Diesel,Automatic,87638,Like New,55061.49,Camry,10
968,Toyota,5.9,Diesel,Automatic,18452,Used,57588.09,RAV4,24
969,Tesla,5.0,Petrol,Manual,195457,Like New,91190.24,Model Y,16
970,Tesla,4.3,Hybrid,Manual,110205,Like New,64335.6,Model Y,24
971,Tesla,3.9,Diesel,Manual,18170,Like New,33759.29,Model 3,10
972,Tesla,5.3,Electric,Automatic,16259,New,33128.99,Model Y,10
973,Audi,2.4,Petrol,Automatic,284243,Used,52649.97,Q5,7
974,Audi,3.3,Electric,Automatic,140721,New,87327.78,A4,19
975,Mercedes,4.1,Hybrid,Automatic,129394,Used,80499.29,GLA,4
976,Honda,3.1,Petrol,Manual,172109,Used,96460.36,Fit,14
977,Ford,3.1,Diesel,Manual,273949,New,11829.18,Focus,2
978,Ford,2.7,Electric,Manual,254599,New,30490.98,Focus,11
979,Tesla,3.8,Diesel,Automatic,43147,Used,12619.73,Model S,18
980,Mercedes,5.3,Diesel,Automatic,74280,Used,76352.52,C-Class,20
981,BMW,2.0,Petrol,Manual,177125,Used,18379.2,X3,16
982,Honda,5.7,Electric,Automatic,97841,Like New,14489.2,Fit,23
983,Mercedes,4.4,Hybrid,Manual,124726,Used,58358.86,E-Class,7
984,Honda,5.1,Diesel,Automatic,76215,New,44091.05,Fit,9
985,Honda,3.8,Petrol,Automatic,112909,New,72934.63,Fit,19
986,Honda,4.9,Petrol,Manual,273129,New,51266.46,Fit,5
987,Mercedes,1.1,Hybrid,Manual,274535,Used,45406.79,C-Class,6
988,Tesla,5.1,Petrol,Automatic,4861,Used,45422.54,Model S,22
989,Ford,1.2,Diesel,Manual,261968,Like New,87828.26,Explorer,12
990,Ford,5.4,Petrol,Manual,183000,Like New,42546.44,Fiesta,6
991,Tesla,6.0,Electric,Automatic,296508,New,36672.73,Model X,4
992,Honda,2.5,Electric,Automatic,249072,Like New,37160.83,CR-V,11
993,BMW,2.1,Diesel,Automatic,224402,Like New,23677.08,5 Series,2
994,Toyota,4.8,Electric,Manual,42923,New,86765.44,RAV4,18
995,Mercedes,2.3,Hybrid,Automatic,186968,Used,18929.93,E-Class,5
996,Toyota,5.3,Petrol,Automatic,165912,Like New,91318.02,Corolla,11
997,Tesla,1.5,Diesel,Automatic,173327,Used,31929.43,Model Y,4
998,BMW,1.6,Hybrid,Automatic,128165,New,90445.55,X3,6
999,Mercedes,5.9,Petrol,Automatic,230314,New,80127.96,GLA,12
1000,Tesla,4.4,Hybrid,Manual,295673,Like New,60288.81,Model S,17
1001,Honda,5.2,Diesel,Automatic,144013,New,68599.65,Accord,18
1002,Ford,2.6,Diesel,Automatic,1669,New,35955.19,Fiesta,9
1003,Toyota,4.4,Hybrid,Manual,216854,New,59551.72,RAV4,24
1004,Audi,4.0,Petrol,Automatic,55786,Like New,32778.28,A4,2
1005,Audi,4.0,Electric,Automatic,182155,Like New,43215.92,Q7,23
1006,BMW,4.4,Electric,Manual,20323,Like New,77642.94,X5,18
1007,Honda,3.9,Hybrid,Automatic,230502,New,28173.59,CR-V,14
1008,Toyota,3.1,Diesel,Manual,257249,Used,84690.37,Prius,25
1009,Honda,2.4,Petrol,Automatic,6021,New,40708.87,CR-V,16
1010,Toyota,4.8,Petrol,Manual,113415,Like New,55556.15,Corolla,6
1011,BMW,2.1,Diesel,Manual,270855,Used,94486.25,X3,23
1012,BMW,4.5,Electric,Automatic,7904,Used,69719.28,3 Series,20
1013,Audi,2.2,Petrol,Manual,64033,Like New,66332.39,A4,19
1014,Honda,4.1,Hybrid,Manual,231659,Used,72602.73,Fit,6
1015,Mercedes,4.7,Electric,Automatic,120035,Used,92220.58,GLC,3
1016,Audi,2.1,Hybrid,Automatic,220859,Like New,28608.8,A3,8
1017,Honda,1.3,Electric,Manual,186168,Used,63257.91,Civic,15
1018,Audi,1.7,Diesel,Automatic,221666,Used,43037.42,A3,7
1019,Mercedes,4.0,Hybrid,Manual,231853,Like New,6126.25,GLA,21
1020,Ford,5.2,Hybrid,Manual,265237,Used,16903.59,Explorer,7
1021,Ford,1.2,Diesel,Automatic,287062,Used,35874.23,Fiesta,15
1022,Ford,4.7,Hybrid,Automatic,193708,Used,58675.0,Fiesta,2
1023,Ford,2.7,Electric,Manual,189878,Used,88740.1,Fiesta,14
1024,Tesla,3.4,Petrol,Automatic,140466,Like New,80155.84,Model Y,16
1025,Toyota,5.6,Petrol,Automatic,124501,New,57566.7,RAV4,18
1026,Tesla,2.7,Diesel,Manual,260228,New,12017.69,Model S,2
1027,Tesla,3.3,Electric,Manual,92510,Used,32161.1,Model X,17
1028,Tesla,1.1,Hybrid,Manual,93708,Like New,39837.32,Model Y,22
1029,Ford,1.4,Hybrid,Manual,97819,Like New,64063.13,Fiesta,21
1030,Mercedes,2.3,Petrol,Manual,235603,Used,11167.74,GLC,5
1031,BMW,1.1,Hybrid,Manual,36303,New,55368.39,5 Series,18
1032,BMW,4.2,Petrol,Automatic,27453,Used,90639.13,3 Series,3
1033,Toyota,3.1,Diesel,Manual,199521,Like New,72016.11,Corolla,17
1034,Ford,3.7,Hybrid,Automatic,156837,Like New,80722.3,Explorer,11
1035,Ford,1.9,Electric,Automatic,222787,New,69759.19,Fiesta,11
1036,Ford,2.5,Hybrid,Manual,38057,Like New,24625.97,Fiesta,10
1037,Audi,4.3,Petrol,Automatic,189060,Like New,15495.96,A4,12
1038,Honda,5.8,Diesel,Manual,94655,Like New,83801.61,Accord,18
1039,Audi,1.3,Petrol,Automatic,277169,New,71072.92,A4,8
1040,Honda,5.5,Hybrid,Manual,269289,Like New,59630.85,Accord,16
1041,Ford,3.9,Petrol,Manual,101206,Used,22981.87,Focus,6
1042,Ford,3.8,Petrol,Manual,186869,New,62317.77,Explorer,20
1043,Audi,3.5,Diesel,Manual,73230,Used,7975.57,Q7,14
1044,Audi,1.3,Electric,Automatic,155002,Used,16289.72,Q5,24
1045,Honda,1.4,Hybrid,Automatic,108138,New,34629.56,Accord,19
1046,BMW,4.0,Diesel,Automatic,207097,Used,47155.14,X3,10
1047,Honda,2.7,Electric,Automatic,212376,New,16453.63,Civic,23
1048,Audi,5.6,Petrol,Automatic,62040,Used,16394.32,A4,13
1049,Mercedes,3.0,Electric,Manual,108668,New,73959.9,E-Class,23
1050,Audi,1.7,Petrol,Manual,198768,Like New,59123.34,A4,8
1051,Mercedes,4.6,Petrol,Manual,56815,Like New,55705.49,E-Class,15
1052,Toyota,2.5,Diesel,Manual,216741,Used,47981.28,Corolla,18
1053,Audi,3.6,Petrol,Manual,112789,Like New,97771.6,A3,20
1054,Toyota,4.5,Diesel,Automatic,219478,New,9731.03,Prius,25
1055,BMW,5.5,Electric,Manual,167644,Used,22159.58,X5,25
1056,Honda,5.0,Electric,Manual,185102,Like New,66513.24,Accord,3
1057,Mercedes,4.4,Petrol,Automatic,244533,Like New,17954.74,E-Class,18
1058,Honda,4.4,Diesel,Automatic,237469,Used,60991.19,Fit,21
1059,Toyota,5.7,Petrol,Manual,233308,Like New,58937.32,Camry,10
1060,Mercedes,2.5,Diesel,Manual,160275,Like New,97245.49,C-Class,15
1061,Honda,1.0,Diesel,Automatic,77088,Used,88921.72,CR-V,21
1062,Audi,2.4,Diesel,Manual,5608,Like New,94827.57,Q7,22
1063,Ford,2.1,Electric,Manual,45667,Like New,15792.23,Explorer,20
1064,Toyota,4.3,Diesel,Manual,55547,Like New,87474.1,RAV4,12
1065,Honda,4.2,Electric,Automatic,234907,Like New,17263.61,CR-V,4
1066,Toyota,4.0,Diesel,Manual,57560,Used,65128.56,Prius,7
1067,Tesla,1.1,Electric,Manual,214601,New,73407.43,Model X,17
1068,Toyota,4.6,Hybrid,Automatic,159487,New,20281.08,RAV4,14
1069,Mercedes,2.6,Electric,Automatic,184286,Like New,65102.64,C-Class,15
1070,Tesla,4.3,Electric,Automatic,280141,Like New,9983.75,Model Y,12
1071,Mercedes,3.8,Petrol,Manual,121266,New,32860.28,GLC,3
1072,Ford,2.7,Diesel,Automatic,3679,Like New,92510.06,Explorer,10
1073,Tesla,1.7,Hybrid,Manual,40308,New,21314.46,Model S,25
1074,Audi,1.5,Petrol,Automatic,206096,Used,11200.65,Q7,13
1075,Toyota,5.2,Diesel,Manual,170914,Used,47149.43,RAV4,3
1076,Honda,5.6,Hybrid,Automatic,5695,Used,85808.73,Civic,5
1077,BMW,4.2,Hybrid,Manual,226812,Used,12283.88,X3,5
1078,Toyota,1.5,Hybrid,Manual,58499,Used,38775.86,Camry,13
1079,Toyota,3.0,Diesel,Automatic,23382,Used,90478.61,Corolla,24
1080,Ford,4.6,Hybrid,Automatic,276379,New,16224.78,Fiesta,22
1081,Audi,4.9,Hybrid,Manual,193295,Like New,34513.51,A4,20
1082,BMW,1.6,Petrol,Automatic,133438,New,78949.96,3 Series,3
1083,Tesla,1.0,Electric,Manual,158539,Used,56605.04,Model 3,21
1084,Tesla,4.6,Diesel,Automatic,6764,Like New,84071.65,Model Y,23
1085,Tesla,2.8,Electric,Automatic,221968,Like New,15601.56,Model Y,25
1086,Mercedes,2.3,Petrol,Manual,113831,Used,92452.65,E-Class,22
1087,Mercedes,1.1,Electric,Automatic,61836,Used,93816.62,C-Class,6
1088,Honda,3.7,Hybrid,Automatic,294067,Used,19754.74,Fit,24
1089,BMW,5.3,Hybrid,Manual,255033,Used,8218.17,3 Series,21
1090,Tesla,5.8,Diesel,Manual,16292,Used,99034.93,Model 3,23
1091,Mercedes,3.8,Diesel,Automatic,283083,Used,50813.9,GLC,17
1092,Honda,3.6,Diesel,Manual,243772,Like New,59347.16,Fit,6
1093,Audi,1.4,Petrol,Automatic,18800,Used,63510.95,A3,20
1094,Honda,3.7,Diesel,Automatic,56440,Used,80018.5,Accord,8
1095,Mercedes,2.9,Petrol,Manual,127521,Like New,82138.86,GLA,20
1096,Ford,4.0,Hybrid,Manual,121327,New,23422.9,Mustang,7
1097,Ford,2.9,Electric,Manual,49648,Used,27480.49,Fiesta,14
1098,Tesla,2.2,Hybrid,Manual,291908,Like New,88299.14,Model X,15
1099,Ford,1.5,Hybrid,Manual,294614,Like New,82854.17,Mustang,24
1100,Tesla,2.6,Hybrid,Manual,256160,New,63673.84,Model S,11
1101,Tesla,1.5,Diesel,Automatic,169573,Used,99496.42,Model S,14
1102,Mercedes,1.9,Diesel,Automatic,57207,Used,74842.47,GLA,14
1103,Ford,5.9,Diesel,Manual,62157,Used,25504.49,Focus,17
1104,Tesla,3.2,Electric,Automatic,134288,Like New,85431.19,Model S,5
1105,BMW,3.7,Diesel,Automatic,153144,Used,44399.6,5 Series,2
1106,Audi,5.4,Petrol,Automatic,93778,Used,8434.5,Q7,24
1107,Honda,6.0,Hybrid,Automatic,130016,Used,35535.02,Fit,4
1108,Honda,3.9,Electric,Manual,124288,Used,77537.37,Fit,23
1109,Mercedes,5.1,Electric,Automatic,168204,New,96219.59,GLC,14
1110,Ford,2.6,Electric,Automatic,110573,New,31232.96,Mustang,10
1111,Ford,2.5,Electric,Manual,120730,New,28419.05,Explorer,5
1112,Tesla,3.0,Electric,Manual,64186,Used,58543.58,Model Y,2
1113,Toyota,4.4,Petrol,Manual,267104,Used,82109.97,Camry,25
1114,Tesla,4.4,Hybrid,Manual,18781,Like New,75919.94,Model 3,5
